N° Client;Raison social;Civilité;Responsable;Rue;CP;Ville;CA 2014;Représentant;Tel;date du dernier achat;Type de client;Date de relance commerciale;Nombre de jour(s) de retard;Réduction 1;Réduction 2
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;19 371 €;PILLON;03-80-66-62-09;20/10/15;;18/01/16;;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;12 619 €;BOILOT;01-49-28-20-25;12/06/15;;10/09/15;60;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;20 868 €;FRANGIN;02-47-47-82-21;19/10/15;Bon client;16/02/16;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;26 101 €;PILLON;01-42-38-92-88;18/03/15;Bon client;16/07/15;116;3,00%;3,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;21 107 €;GOUTAL;01-42-16-16-83;05/06/15;Bon client;03/10/15;37;3,00%;3,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;28 080 €;BOILOT;01-45-21-28-46;14/05/15;Bon client;11/09/15;59;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;41 144 €;GOUTAL;01-49-36-73-57;13/03/15;Très bon client;11/06/15;151;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;35 057 €;BOILOT;01-44-49-52-54;12/09/15;Très bon client;11/12/15;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;29 815 €;GOUTAL;03-81-21-93-12;12/10/15;Bon client;09/02/16;;3,00%;6,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;35 391 €;BOILOT;03-88-11-60-03;17/04/15;Très bon client;16/07/15;116;5,00%;5,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;14 783 €;FRANGIN;01-49-09-58-14;02/12/14;;02/03/15;252;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;23 661 €;PILLON;01-42-34-80-52;17/09/15;Bon client;15/01/16;;3,00%;6,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;8 082 €;PILLON;03-83-15-43-24;02/04/15;;01/07/15;131;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;30 735 €;FRANGIN;03-20-44-41-65;17/02/15;Très bon client;18/05/15;175;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;33 930 €;FRANGIN;02-41-35-52-15;03/03/15;Très bon client;01/06/15;161;5,00%;5,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;28 070 €;PILLON;09-64-08-19-44;16/01/15;Bon client;16/05/15;177;3,00%;3,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;4 713 €;FRANGIN;01-39-27-42-58;26/02/15;;27/05/15;166;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;6 650 €;GOUTAL;02-32-88-84-46;09/09/15;;08/12/15;;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;30 902 €;BOILOT;01-49-81-22-61;04/12/14;Très bon client;04/03/15;250;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;15 248 €;BOILOT;03-22-66-85-43;07/06/15;;05/09/15;65;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;22 323 €;PILLON;01-46-33-68-67;06/05/15;Bon client;03/09/15;67;3,00%;3,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;3 613 €;PILLON;03-80-66-62-09;17/11/15;;15/02/16;;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;11 008 €;BOILOT;01-49-28-20-25;06/12/14;;06/03/15;248;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;40 965 €;FRANGIN;02-47-47-82-21;29/09/15;Très bon client;28/12/15;;5,00%;10,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;41 193 €;PILLON;01-42-38-92-88;13/05/15;Très bon client;11/08/15;90;5,00%;5,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;36 985 €;GOUTAL;01-42-16-16-83;18/05/15;Très bon client;16/08/15;85;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;10 564 €;BOILOT;01-45-21-28-46;04/06/15;;02/09/15;68;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;28 778 €;GOUTAL;01-49-36-73-57;18/06/15;Bon client;16/10/15;24;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;25 500 €;BOILOT;01-44-49-52-54;17/12/14;Bon client;16/04/15;207;3,00%;3,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;41 193 €;GOUTAL;03-81-21-93-12;26/01/15;Très bon client;26/04/15;197;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;14 534 €;BOILOT;03-88-11-60-03;06/02/15;;07/05/15;186;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;29 291 €;FRANGIN;01-49-09-58-14;24/01/15;Bon client;24/05/15;169;3,00%;3,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;31 428 €;PILLON;01-42-34-80-52;10/12/14;Très bon client;10/03/15;244;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;8 389 €;PILLON;03-83-15-43-24;14/01/15;;14/04/15;209;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;35 752 €;FRANGIN;03-20-44-41-65;27/02/15;Très bon client;28/05/15;165;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;6 043 €;FRANGIN;02-41-35-52-15;22/09/15;;21/12/15;;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;10 848 €;PILLON;09-64-08-19-44;21/04/15;;20/07/15;112;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;5 165 €;FRANGIN;01-39-27-42-58;24/12/14;;24/03/15;230;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;39 087 €;GOUTAL;02-32-88-84-46;09/03/15;Très bon client;07/06/15;155;5,00%;5,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;35 742 €;BOILOT;01-49-81-22-61;16/01/15;Très bon client;16/04/15;207;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;24 444 €;BOILOT;03-22-66-85-43;11/07/15;Bon client;08/11/15;1;3,00%;3,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;30 205 €;PILLON;01-46-33-68-67;10/06/15;Très bon client;08/09/15;62;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;6 600 €;PILLON;03-80-66-62-09;29/08/15;;27/11/15;;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;33 416 €;BOILOT;01-49-28-20-25;29/04/15;Très bon client;28/07/15;104;5,00%;5,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;6 045 €;FRANGIN;02-47-47-82-21;15/01/15;;15/04/15;208;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;8 581 €;PILLON;01-42-38-92-88;23/08/15;;21/11/15;;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;42 091 €;GOUTAL;01-42-16-16-83;18/08/15;Très bon client;16/11/15;;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;9 877 €;BOILOT;01-45-21-28-46;22/08/15;;20/11/15;;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;13 768 €;GOUTAL;01-49-36-73-57;09/12/14;;09/03/15;245;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;8 219 €;BOILOT;01-44-49-52-54;17/04/15;;16/07/15;116;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;25 975 €;PILLON;03-80-66-62-09;07/10/15;Bon client;04/02/16;;3,00%;6,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;9 996 €;GOUTAL;03-81-21-93-12;18/05/15;;16/08/15;85;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;16 229 €;PILLON;03-83-15-43-24;12/09/15;;11/12/15;;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;15 703 €;BOILOT;03-88-11-60-03;06/05/15;;04/08/15;97;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;12 931 €;PILLON;01-42-34-80-52;09/03/15;;07/06/15;155;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;6 479 €;GOUTAL;01-49-36-73-57;15/09/15;;14/12/15;;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;32 963 €;FRANGIN;01-39-27-42-58;03/08/15;Très bon client;01/11/15;8;5,00%;10,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;30 541 €;BOILOT;01-44-49-52-54;05/05/15;Très bon client;03/08/15;98;5,00%;5,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;18 163 €;PILLON;01-46-33-68-67;24/08/15;;22/11/15;;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;26 989 €;PILLON;01-42-38-92-88;15/03/15;Bon client;13/07/15;119;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;13 909 €;BOILOT;01-49-28-20-25;20/05/15;;18/08/15;83;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;29 582 €;GOUTAL;01-42-16-16-83;17/07/15;Bon client;14/11/15;;3,00%;6,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;34 181 €;BOILOT;01-45-21-28-46;24/10/15;Très bon client;22/01/16;;5,00%;10,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;24 603 €;FRANGIN;01-49-09-58-14;15/07/15;Bon client;12/11/15;;3,00%;6,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;15 100 €;BOILOT;01-49-81-22-61;04/06/15;;02/09/15;68;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;23 780 €;GOUTAL;02-32-88-84-46;02/11/15;Bon client;01/03/16;;3,00%;6,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;31 436 €;BOILOT;03-22-66-85-43;23/08/15;Très bon client;21/11/15;;5,00%;10,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;5 568 €;PILLON;09-64-08-19-44;12/02/15;;13/05/15;180;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;4 124 €;FRANGIN;03-20-44-41-65;19/12/14;;19/03/15;235;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;5 464 €;FRANGIN;02-47-47-82-21;01/08/15;;30/10/15;10;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;30 627 €;FRANGIN;02-41-35-52-15;12/01/15;Très bon client;12/04/15;211;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;42 638 €;GOUTAL;03-81-21-93-12;18/08/15;Très bon client;16/11/15;;5,00%;10,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;40 545 €;BOILOT;03-88-11-60-03;05/04/15;Très bon client;04/07/15;128;5,00%;5,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;4 382 €;FRANGIN;01-49-09-58-14;03/03/15;;01/06/15;161;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;36 694 €;PILLON;01-42-34-80-52;10/10/15;Très bon client;08/01/16;;5,00%;10,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;26 098 €;PILLON;03-83-15-43-24;05/08/15;Bon client;03/12/15;;3,00%;6,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;11 668 €;FRANGIN;03-20-44-41-65;25/10/15;;23/01/16;;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;14 008 €;FRANGIN;02-41-35-52-15;07/02/15;;08/05/15;185;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;42 889 €;PILLON;09-64-08-19-44;16/04/15;Très bon client;15/07/15;117;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;25 812 €;FRANGIN;01-39-27-42-58;26/07/15;Bon client;23/11/15;;3,00%;6,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;3 976 €;GOUTAL;02-32-88-84-46;14/03/15;;12/06/15;150;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;17 980 €;BOILOT;01-49-81-22-61;25/10/15;;23/01/16;;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;33 125 €;BOILOT;03-22-66-85-43;19/07/15;Très bon client;17/10/15;23;5,00%;10,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;37 409 €;PILLON;01-46-33-68-67;12/03/15;Très bon client;10/06/15;152;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;28 744 €;PILLON;03-80-66-62-09;08/08/15;Bon client;06/12/15;;3,00%;6,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;18 902 €;BOILOT;01-49-28-20-25;25/10/15;;23/01/16;;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;3 463 €;FRANGIN;02-47-47-82-21;02/05/15;;31/07/15;101;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;32 317 €;PILLON;01-42-38-92-88;11/05/15;Très bon client;09/08/15;92;5,00%;5,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;41 085 €;GOUTAL;01-42-16-16-83;13/04/15;Très bon client;12/07/15;120;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;11 074 €;BOILOT;01-45-21-28-46;02/12/14;;02/03/15;252;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;28 287 €;GOUTAL;01-49-36-73-57;24/10/15;Bon client;21/02/16;;3,00%;6,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;18 635 €;BOILOT;01-44-49-52-54;10/06/15;;08/09/15;62;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;34 395 €;GOUTAL;03-81-21-93-12;07/08/15;Très bon client;05/11/15;4;5,00%;10,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;4 844 €;BOILOT;03-88-11-60-03;12/08/15;;10/11/15;;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;32 594 €;FRANGIN;01-49-09-58-14;08/02/15;Très bon client;09/05/15;184;5,00%;5,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;22 229 €;PILLON;01-42-34-80-52;14/05/15;Bon client;11/09/15;59;3,00%;3,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;31 355 €;PILLON;03-83-15-43-24;16/10/15;Très bon client;14/01/16;;5,00%;10,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;10 881 €;FRANGIN;03-20-44-41-65;25/05/15;;23/08/15;78;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;14 533 €;FRANGIN;02-41-35-52-15;10/01/15;;10/04/15;213;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;3 549 €;PILLON;09-64-08-19-44;04/07/15;;02/10/15;38;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;14 276 €;FRANGIN;01-39-27-42-58;16/06/15;;14/09/15;56;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;10 056 €;GOUTAL;02-32-88-84-46;17/10/15;;15/01/16;;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;12 559 €;BOILOT;01-49-81-22-61;17/11/15;;15/02/16;;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;42 056 €;BOILOT;03-22-66-85-43;15/01/15;Très bon client;15/04/15;208;5,00%;5,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;28 041 €;PILLON;01-46-33-68-67;10/02/15;Bon client;10/06/15;152;3,00%;3,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;25 622 €;PILLON;03-80-66-62-09;03/06/15;Bon client;01/10/15;39;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;22 001 €;BOILOT;01-49-28-20-25;11/01/15;Bon client;11/05/15;182;3,00%;3,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;5 294 €;FRANGIN;02-47-47-82-21;13/02/15;;14/05/15;179;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;6 050 €;PILLON;01-42-38-92-88;06/11/15;;04/02/16;;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;38 060 €;GOUTAL;01-42-16-16-83;28/05/15;Très bon client;26/08/15;75;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;4 392 €;BOILOT;01-45-21-28-46;13/07/15;;11/10/15;29;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;28 294 €;GOUTAL;01-49-36-73-57;03/03/15;Bon client;01/07/15;131;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;36 067 €;BOILOT;01-44-49-52-54;12/03/15;Très bon client;10/06/15;152;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;30 868 €;GOUTAL;03-81-21-93-12;30/04/15;Très bon client;29/07/15;103;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;36 234 €;BOILOT;03-88-11-60-03;20/05/15;Très bon client;18/08/15;83;5,00%;5,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;32 318 €;FRANGIN;01-49-09-58-14;18/07/15;Très bon client;16/10/15;24;5,00%;10,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;39 796 €;PILLON;01-42-34-80-52;05/10/15;Très bon client;03/01/16;;5,00%;10,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;6 058 €;PILLON;03-83-15-43-24;13/09/15;;12/12/15;;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;19 032 €;FRANGIN;03-20-44-41-65;04/07/15;;02/10/15;38;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;26 600 €;FRANGIN;02-41-35-52-15;19/05/15;Bon client;16/09/15;54;3,00%;3,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;32 467 €;PILLON;09-64-08-19-44;13/06/15;Très bon client;11/09/15;59;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;3 970 €;FRANGIN;01-39-27-42-58;20/04/15;;19/07/15;113;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;12 129 €;GOUTAL;02-32-88-84-46;26/07/15;;24/10/15;16;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;26 911 €;BOILOT;01-49-81-22-61;12/11/15;Bon client;11/03/16;;3,00%;6,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;25 406 €;BOILOT;03-22-66-85-43;04/07/15;Bon client;01/11/15;8;3,00%;3,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;22 030 €;PILLON;01-46-33-68-67;10/04/15;Bon client;08/08/15;93;3,00%;3,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;21 622 €;PILLON;03-80-66-62-09;14/11/15;Bon client;13/03/16;;3,00%;6,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;10 045 €;BOILOT;01-49-28-20-25;15/08/15;;13/11/15;;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;28 643 €;FRANGIN;02-47-47-82-21;12/05/15;Bon client;09/09/15;61;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;21 733 €;PILLON;01-42-38-92-88;07/04/15;Bon client;05/08/15;96;3,00%;3,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;20 329 €;GOUTAL;01-42-16-16-83;10/11/15;Bon client;09/03/16;;3,00%;6,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;31 439 €;BOILOT;01-45-21-28-46;16/06/15;Très bon client;14/09/15;56;5,00%;5,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;38 124 €;GOUTAL;01-49-36-73-57;19/01/15;Très bon client;19/04/15;204;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;21 624 €;BOILOT;01-44-49-52-54;10/09/15;Bon client;08/01/16;;3,00%;6,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;17 284 €;PILLON;03-80-66-62-09;03/01/15;;03/04/15;220;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;32 596 €;GOUTAL;03-81-21-93-12;03/05/15;Très bon client;01/08/15;100;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;31 481 €;PILLON;03-83-15-43-24;23/03/15;Très bon client;21/06/15;141;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;22 654 €;BOILOT;03-88-11-60-03;18/06/15;Bon client;16/10/15;24;3,00%;3,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;23 722 €;PILLON;01-42-34-80-52;10/01/15;Bon client;10/05/15;183;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;23 799 €;GOUTAL;01-49-36-73-57;30/01/15;Bon client;30/05/15;163;3,00%;3,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;38 715 €;FRANGIN;01-39-27-42-58;24/03/15;Très bon client;22/06/15;140;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;4 478 €;BOILOT;01-44-49-52-54;25/07/15;;23/10/15;17;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;37 772 €;PILLON;01-46-33-68-67;22/04/15;Très bon client;21/07/15;111;5,00%;5,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;27 249 €;PILLON;01-42-38-92-88;24/06/15;Bon client;22/10/15;18;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;42 055 €;BOILOT;01-49-28-20-25;20/06/15;Très bon client;18/09/15;52;5,00%;5,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;10 170 €;GOUTAL;01-42-16-16-83;04/09/15;;03/12/15;;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;19 208 €;BOILOT;01-45-21-28-46;28/12/14;;28/03/15;226;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;37 339 €;FRANGIN;01-49-09-58-14;08/09/15;Très bon client;07/12/15;;5,00%;10,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;41 492 €;BOILOT;01-49-81-22-61;10/10/15;Très bon client;08/01/16;;5,00%;10,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;26 010 €;GOUTAL;02-32-88-84-46;14/01/15;Bon client;14/05/15;179;3,00%;3,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;4 823 €;BOILOT;03-22-66-85-43;18/05/15;;16/08/15;85;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;34 742 €;PILLON;09-64-08-19-44;08/03/15;Très bon client;06/06/15;156;5,00%;5,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;7 333 €;FRANGIN;03-20-44-41-65;23/05/15;;21/08/15;80;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;4 342 €;FRANGIN;02-47-47-82-21;25/06/15;;23/09/15;47;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;14 734 €;FRANGIN;02-41-35-52-15;30/03/15;;28/06/15;134;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;21 801 €;GOUTAL;03-81-21-93-12;04/04/15;Bon client;02/08/15;99;3,00%;3,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;29 126 €;BOILOT;03-88-11-60-03;16/05/15;Bon client;13/09/15;57;3,00%;3,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;30 958 €;FRANGIN;01-49-09-58-14;05/10/15;Très bon client;03/01/16;;5,00%;10,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;28 698 €;PILLON;01-42-34-80-52;26/01/15;Bon client;26/05/15;167;3,00%;3,00%
